"stt","mamh","tenmh","tenmh_en","sotc","lt","th","loaimonhoc","semester","is_open","management_unit","description","mamh_old","equivalent_mh","prerequisite_mh","previous_mh"
"566","IE107","Thiết kế giao diện người dùng","Thiết kế giao diện người dùng","4","3","1","CSN","","True","KTTT","","","","",""
"567","IE108","Phân tích thiết kế phần mềm","Software Analysis and Design","4","3","1","CN","","True","KTTT","","","","",""
"568","IE201","Xử lý dữ liệu thống kê","Analysis of Statistical Data","3","3","0","CN","","True","KTTT","Môn học nhằm trình bày những phương pháp sơ cấp cơ bản để xử lý, mô tả, phân tích, phán đoán, các dữ liệu thống kê, cùng với cơ sở lí luận xác suất của các phương pháp đó. Môn học gồm 4 chương: Mô tả đầy đủ các phân phối; Mô tả đặc trưng các phân phối; Phân tích tương quan và hồi qui; Phương pháp kiểm định.","","","","MA005
MA006"
"569","IE202","Quản trị doanh nghiệp","Business management","3","3","0","CN","","True","KTTT","Nội dung môn học bao gồm những kiến thức cơ bản về quản trị kinh doanh; một số các bộ môn cơ bản của lĩnh vực quản trị học; và kiến thức cơ bản về áp dụng HTTT trong quản lý doanh nghiệp.","","","",""
"570","IE203","Hệ thống quản trị qui trình nghiệp vụ","Business Process Management Systems","4","3","1","CĐTN","","True","KTTT","Giải pháp BPM có mối quan hệ chặt chẽ đến 2 lĩnh vực: Công nghệ thông tin và Quản lý. Xét về mặt quản lý, đây là cách tiếp cận có hệ thống nhằm giúp các tổ chức tiêu chuẩn hóa và tối ưu hóa các quy trình hoạt động với mục đích giảm chi phí, tăng chất lượng hoạt động nhằm đạt được các mục tiêu cần thiết. Về mặt công nghệ, BPM là một bộ công cụ giúp các tổ chức thiết kế, mô hình hóa, triển khai, giám sát, vận hành và cải tiến các quy trình nghiệp vụ một cách linh hoạt.
Môn học trang bị các kiến thức cơ bản về quy trình nghiệp vụ, mô hình hóa quy trình, Business Process Modeling Notation - BPMN; kỹ năng mô hình hoá quy trình; kỹ năng xây dựng ứng dụng quản lý điều hành theo các quy trình đã được mô hình hóa cho các tổ chức, doanh nghiệp.","","","","IT001
IT004"
"571","IE204","Tối ưu hóa công cụ tìm kiếm","Search Engine Optimization","4","3","1","CĐTN","","True","KTTT","Tối ưu hóa công cụ tìm kiếm là một tập hợp các phương pháp nhằm nâng cao thứ hạng của một website trong các trang kết quả của các công cụ tìm kiếm và được coi là một lĩnh vực nhỏ của tiếp thị số. Bao gồm các phương pháp :
\- Tối ưu hóa website: tác động mã nguồn HTML, cấu trúc, layout và nội dung website bao gồm text, ảnh, video hay đa phương tiện khác trên web mà người dùng nhìn thấy hay tương tác được.
\- Xây dựng các liên kết hữu ích bên trong website (Internal links) và từ các trang uy tín bên ngoài (Inbound links) đến trang để các công cụ tìm kiếm chọn lựa trang web phù hợp nhất phục vụ người tìm kiếm trên Internet ứng với một từ khóa cụ thể được người dùng truy vấn và đặt được yêu cầu cần tìm.","","","","IE104"
"572","IE205","Xử lý ảnh vệ tinh","Satellite Image Processing","3","3","0","CN","","True","KTTT","Tổng quát về quá trình thu thập, xử lý dữ liệu và hệ thống xử lý dữ liệu ảnh vệ tinh; khảo sát các thành phần chủ yếu trong xử lý ảnh số bao gồm hiệu chỉnh bức xạ, nắn chỉnh hình học, tăng cường chất lượng ảnh, phân loại ảnh; và ứng dụng các kỹ thuật xử lý ảnh trong phát hiện biến động.","","","","IS351"
"573","IE206","Đồ án chuẩn bị tốt nghiệp","Preparing for the Graduation Project","2","0","2","ĐA","","True","KTTT","","","","",""
"590","IE227","Xử lý tín hiệu số cho mạng","Signal Processing over Networks","4","3","1","CN","","True","KTTT","Môn học này cung cấp cho sinh viên các kiến thức và kỹ thuật tổng quan về xử lý tín hiệu số trên các miền tín hiệu khác nhau như không gian (spaces) và thời gian (times). Đối với xử lý tín hiệu số thông qua các mạng (networks), kiến trúc của mạng sẽ ảnh hưởng đến cấu trúc và ràng buộc của tín hiệu thông tin. Các nội dung chính bao gồm: các thuật toán lọc, phát hiện và tối ưu truyền thông tin, cách thiết kế mô hình mạng, phương pháp đánh giá độ lợi thông tin thu được.","","","",""
"774","MM103","Cơ sở tạo hình và nguyên lý thị giác","Basics of Form Creation and Visual Principles","2","2","0","CSN","","True","CNPM","","","","",""
"574","IE207","Đồ án","Project","2","0","2","ĐA","","True","KTTT","Môn học Đồ án là môn học tổ chức trong các học kỳ chính, nhằm trang bị cho sinh viên những bước bắt đầu để có thể hoàn thành khóa luận tốt nghiệp (bắt buộc) hoặc thực hiện các môn chuyên đề (không bắt buộc). Các kỹ năng được trang bị cho sinh viên bao gồm khả năng phân tích và giải quyết vấn đề/bài toán; kỹ năng thiết kế; kỹ năng thực hành và hiện thực thiết kế; khả năng thực nghiệm, mô phỏng và đánh giá kết quả; kỹ năng trình bày, viết báo cáo theo từng giai đoạn của một dự án; kỹ năng giao tiếp và làm việc nhóm; kỹ năng thuyết trình. Môn học được thực hiện trong từ 10 tuần đến 15 tuần trong một học kỳ dưới sự hướng dẫn của một giảng viên do nhóm sinh viên đăng ký.","","","","IT001
IT004"
"575","IE208","Kiến trúc và tích hợp hệ thống","System Integration and Architecture","3","3","0","CNTC","","True","KTTT","","","","",""
"576","IE209","Công nghệ Java","Java Technology","4","3","1","CNTC","","True","KTTT","","","IE303","","IT002"
"577","IE210","Hệ thống định vị toàn cầu (GPS)","Global Positioning System","3","3","0","CNTC","","True","KTTT","","","","",""
"578","IE211","Tin học môi trường","Environmental Informatics","2","2","0","CNTC","","True","KTTT","","","","",""
"579","IE212","Công nghệ dữ liệu lớn","Big Data Technology","4","3","1","CN","","True","KTTT","Môn học giới thiệu tổng quan về khái niệm, đặc trưng cũng như những thách thức của Big data (Khả năng phân tích, dự đoán nhằm trích xuất một giá trị lớn hơn từ dữ liệu). Giới thiệu một số phương pháp và công cụ phổ biến để khai thác và quản lý Big data (Hadoop, MapReduce và Spark).","","","","IT007"
"580","IE213","Kỹ thuật phát triển hệ thống web","Web System Development Techniques","4","3","1","CN","","True","KTTT","Môn học cung cấp các kiến thức,kỹ năng xây dựng, triển khai một website trong thực tế, cung câp các kiến thức về ngôn ngữ lập trình web như PHP, ASP.NET, nodejs, các web frameword trong việc xây dựng một website.","","","","IE104"
"581","IE216","Các chủ đề toán học cho khoa học dữ liệu","Topics in Mathematics of Data Science","3","3","0","CNTC","","True","KTTT","","","","",""
"582","IE217","Máy học","Máy học","4","3","1","CNTC","","True","KTTT","","","DS102","",""
"583","IE218","Xử lý dữ liệu lớn","Big Data Processing","4","3","1","CNTC","","True","KTTT","","","","",""
"584","IE221","Kỹ thuật lập trình Python","Python Programming Techniques","4","3","1","CN","","True","KTTT","Kỹ thuật lập trình Python là một môn học tự chọn quan trọng để hỗ trợ cho định hướng Dữ liệu lớn và Khoa học dữ liệu thuộc ngành Công nghệ thông tin. Môn học gồm các nội dung chính như sau: (1) Giới thiệu khái quát lịch sử ngôn ngữ lập trình Python và vai trò của nó trong cách mạng công nghiệp 4.0. (2) Ngữ nghĩa cú pháp ngôn ngữ lập trình Python. (3) Nguyên lý hướng đối tượng trong Python. (4) Các thư viện phổ biến nhất hỗ trợ lập trình trong Python. (5) Xây dựng các ứng dụng bằng Python.
Bên cạnh đó, môn học trang bị thêm một số kỹ năng hướng dẫn đọc tài liệu thành thạo, kỹ năng tiến hành nghiên cứu, kỹ năng viết báo cáo, trình bày thuyết minh đề tài và đặc biệt làm việc nhóm, phối hợp với nhau để hoàn thành thuyết minh đề tài.","","","","IT001"
"585","IE222","Phân tích dữ liệu bằng Python","Phân tích dữ liệu bằng Python","4","3","1","CN","","True","KTTT","","","","",""
"586","IE223","Phân tích dữ liệu bằng Python và R","Data Analysis with Python and R","4","3","1","CN","","True","KTTT","","","","",""
"587","IE224","Phân tích dữ liệu","Data Analysis","4","3","1","CN","","True","KTTT","Môn học giới thiệu các khái niệm về phân tích dữ liệu, các mô hình phân tích dữ liệu hiện tại, cách chọn mô hình phân tích dữ liệu thích hợp với nguồn dữ liệu. Cung cấp các kiến thức nâng cao để người học có thể tự thiết kế các mô hình nghiên cứu trong phân tích dữ liệu. Môn học còn trang bị các kiến thức toán cơ bản thống kê trong phân tích dữ liệu. Bên cạnh đó, môn học cũng cung cấp cách trực quan hóa dữ liệu sau khi phân tích. Trong môn học này, Python đóng vai trò chính trong quá trình phân tích dữ liệu. Python chủ yếu tập trung vào các mô-đun/package sau: NumPy, Pandas, MatlotLib.
Ngoài ra, môn học trang bị thêm một số kỹ năng hướng dẫn đọc tài liệu thành thạo (đọc hiểu các project requirements document), kỹ năng tiến hành nghiên cứu, kỹ năng viết báo cáo, trình bày thuyết minh xây dựng đề tài và đặc biệt làm việc nhóm, phối hợp với nhau để hoàn thành thuyết minh đề tài.","","IE313","",""
"588","IE225","Mạng kết nối","Interconnection Networks","4","3","1","CN","","True","KTTT","Mạng kết nối là một lĩnh vực nghiên cứu về sự kết nối giữa các thành phần khác nhau của hệ thống máy tính. Mạng kết nối diễn ra trên nhiều phạm vi từ on-chip networks (OCN)/Networks-on-Chip (NoCs) đến việc điều chỉnh các mạng tốc độ cao trong các máy tính hiệu năng cao, đến các mạng cáp quang trong trung tâm dữ liệu. Sự phát triển mạnh ngày càng tăng về tính song song, tính toán phân tán và hiệu quả năng lượng trên tất cả các hệ thống này làm cho việc thiết kế kết cấu truyền thông trở nên quan trọng đối với cả hiệu suất cao và tiêu thụ điện năng thấp. Khóa học này kiểm tra kiến trúc, phương pháp thiết kế và ưu nhược điểm của các mạng kết nối. Trọng tâm tổng thể của khóa học sẽ là các kiến trúc mạng kết nối được sử dụng trong các hệ thống đa bộ xử lý và nhiều lõi, và thiết kế cho các yêu cầu giao tiếp của các kiến trúc song song khác nhau và các cơ chế kết hợp bộ đệm.","","","",""
"589","IE226","Đồ họa và trực quan hóa máy tính","Computer Graphics and Visualization","4","3","1","CN","","True","KTTT","Sinh viên được khám phá nhiều chủ đề trong dựng (rendering), trực quan hóa thông tin và mô hình hóa các đối tượng 3D. Mục tiêu của môn học này là phát triển các thuật toán để tạo, biểu diễn, giải thích, hiển thị và tương tác với dữ liệu. Đặc biệt, các bộ dữ liệu phức tạp và lớn nằm trong trọng tâm của môn học, vì chúng đóng vai trò ngày càng quan trọng trong nhiều ứng dụng khoa học, y tế và kỹ thuật.","","","",""
"591","IE228","Tương tác người-máy Việt Nhật","Human-Computer Interaction","4","3","1","CN","","True","KTTT","Môn học cung cấp các kiến thức cơ bản về hoạch định, thiết kế và khai thác sự giao tiếp giữa con người và máy tính. Các nội chính bao gồm: các nguyên lý tương tác, các phương pháp và công cụ thiết kế giao diện, các mẫu thiết kế phổ biến và phương pháp đánh giá chất lượng của hệ thống tương tác người - máy.","","","",""
"592","IE229","Trí tuệ nhân tạo Việt Nhật","Artificial Intelligence","4","3","1","CN","","True","KTTT","Môn học cung cấp các kiến thức tổng quan về trí tuệ nhân tạo, các vấn đề và phương pháp giải quyết được nghiên cứu trong lĩnh vực trí tuệ nhân tạo. Nội dung chính mà môn học cung cấp bao gồm: các khái niệm cơ bản về thuật giải, thuật toán, các phương pháp tìm kiếm lời giải cho bài toán, các phương pháp heuristic. Ngoài ra, môn học cũng giới thiệu sơ lược về máy học (machine learning), các mô hình máy học cơ bản (học có giám sát, học không giám sát, ...) và các phương pháp đánh giá mô hình máy học.","","","",""
"593","IE230","Viết báo cáo kỹ thuật bằng tiếng Nhật","Japanese Technical Writing","2","0","2","CN","","True","KTTT","Môn học trang bị các kiến thức, kỹ năng để giúp người học có cái nhìn tổng thể về báo cáo kỹ thuật trong ngành CNTT. Chúng được chia làm nhiều chủ đề: (1) Giới thiệu báo cáo kỹ thuật, tầm quan trọng của một báo cáo kỹ thuật, trình bày các báo cáo kỹ thuật mẫu. (2) Phương pháp viết một bài báo cáo kỹ thuật đúng chuẩn, phân loại các báo cáo kỹ thuật. (3) Kỹ năng thuyết minh đề tài để làm nổi bật sản phẩm/ứng dụng/nghiên cứu đang triển khai. (4) Áp dụng các kiến thức đã học để xây dựng một báo cáo kỹ thuật đúng chuẩn.","","","",""
"594","IE231","Quản trị doanh nghiệp công nghệ thông tin","Information Technology Enterprise Management","3","3","0","CN","","True","KTTT","","","","",""
"595","IE232","Nhập môn trí tuệ nhân tạo","Introduction to Artificial Intelligence","4","3","1","CN","","True","KTTT","","","","",""
"596","IE233","Phân tích và mô hình mạng xã hội","Analysis and Modeling of Social Networks","4","3","1","CN","","True","KTTT","","","","",""
"597","IE301","Quản trị quan hệ khách hàng","Customer Relationship Management","3","3","0","CNTC","","True","KTTT","Môn học này giúp người học nghiên cứu tổng thể toàn bộ các khía cạnh của quản trị quan hệ khách hàng (CRM): chiến lược, tổ chức, marketing và công nghệ thông tin; nó còn giúp người học biết và hiểu các kiến thức cơ bản về việc tổ chức và điều hành các hoạt động chăm sóc khách hàng. Cụ thể, môn học này trang bị cho người học các kiến thức cơ bản về vai trò và tầm quan trọng của quản trị quan hệ khách hàng, chiến lược quan hệ khách hàng, quản trị cơ sở dữ liệu khách hàng, quản trị xung đột và duy trì sự hài lòng của khách hàng. Môn học cũng cung cấp kiến thức về kiểm tra đánh giá và điều chỉnh hoạt động quản trị quan hệ khách hàng.","","","",""
"598","IE302","Kiến trúc và tích hợp hệ thống","System Integration and Architecture","3","3","0","CNTC","","True","KTTT","Môn học trình bày các kiến thức liên quan đến các kỹ năng thu thập yêu cầu, tìm nguồn cung ứng, đánh giá và tích hợp các thành phần vào một hệ thống duy nhất. Nó cũng bao gồm các nguyên tắc cơ bản của quản lý dự án và sự tương tác giữa các ứng dụng CNTT với các quy trình của tổ chức. Môn học trình bày các tri thức như: quản lý dự án; kiểm định và đảm bảo chất lượng; tích hợp và phát triển hệ thống; tìm nguồn cung ứng.","","","",""
"599","IE303","Công nghệ Java","Java Technology","4","3","1","CĐTN","","True","KTTT","Môn học được thiết kế đặc biệt chú trọng vào việc giúp sinh viên hiểu biết nắm vững kiến thức nền tảng về Công nghệ Java. Đồng thời làm chủ các công nghệ như: Java SE, Servlet, JSP, Enterprise Java Beans…. Để hướng đến mục tiêu xây dựng những Enterprise applications một cách chuyên nghiệp.","","","","IT002"
"600","IE304","Hệ thống định vị toàn cầu","Global Positioning System","3","3","0","CNTC","","True","KTTT","Môn học này cung cấp một cái nhìn tổng quan toàn diện từ các chức năng hệ thống GPS đến các ứng dụng. Môn học trang bị cho sinh viên các kiến thức về các hệ thống vệ tinh định vị với sự chú trọng trên GPS từ cơ sở toạ độ sử dụng, kiến thức về quĩ đạo vệ tinh, tín hiệu truyền từ vệ tinh, các thiết bị phần cứng - phần mềm GPS, và sự tác động của môi trường truyền sóng vào độ chính xác định vị.","","","","IS251"
"601","IE305","Tin học môi trường","Environmental Informatics","2","2","0","CNTC","","True","KTTT","Để xây dựng được hệ thống quản lý rủi ro môi trường, sinh viên sẽ được trang bị những kiến thức cơ bản về rủi ro môi trường và giải pháp công nghệ trong việc xây dựng hệ thống quản lý dữ liệu môi trường như thành lập các bản đồ rủi ro môi trường, xây dựng phần mềm tích hợp GIS (Application GIS, Web GIS, Mobile GIS), phân tích và khai thác dữ liệu không gian phục vụ việc ra quyết định của các nhà quản lý.","","","","IE101
IS251"
"602","IE307","Công nghệ lập trình đa nền tảng cho ứng dụng di động","Cross-Platform Mobile Development","4","3","1","CNTC","","True","KTTT","Môn học trình bày nguyên lý cơ bản của các Framework về lập trình di động đa nền tảng (React Native, PhoneGap, Xamarin...) và đặc biệt là Xamarin Framework. Cung cấp các Controls cơ bản của Xamarin, và áp dụng để xây dựng ứng dụng đa nền tảng: Label, Entry, Button, Image, Switch, ListView, DatePicker, TimePicker. Bên cạnh đó, môn học còn cung cấp thêm các vấn đề nâng cao của Xamarin, để tiếp tục tự nghiên cứu sử dụng về sau của Camera, Notification, Google Map APIs, Grial, RESTful API, Syncfusion... Môn học trang bị kỹ năng làm việc nhóm theo môi trường doanh nghiệp, đọc hiểu Requirement của khách hàng về ứng dụng di động, có khả năng Phân tích & Thiết kế các ứng dụng di động để xây dựng một ứng dụng di động đa nền tảng cơ bản chạy trên iOS, Android & Windows Phone theo yêu cầu.","","","",""
"603","IE309","Thực tập doanh nghiệp","Internship","2","2","0","TTTN","","True","KTTT","Các doanh nghiệp hướng dẫn sinh viên tham gia, thực hiện các dự án CNTT liên quan để trải nghiệm môi trường nghề nghiệp thực tế. Sinh viên tham gia nghiêm túc và thực hiện báo cáo thực tập nộp về đơn vị chuyên môn.","","","",""
"604","IE310","Tư duy thiết kế","Design Thinking","3","3","0","CN","","True","KTTT","","","","",""
"605","IE313","Phân tích và trực quan dữ liệu","Data Analysis and Visualization","4","3","1","CN","","True","KTTT","","","","","IT001"
"606","IE400","Chuyên đề tốt nghiệp","Graduate Seminars","4","4","0","TN","","True","KTTT","","","","",""
"626","IS101","Thiết kế cơ sở dữ liệu","Database design","4","3","1","CN","","True","HTTT","","","IS214","",""
"627","IS102","Các hệ cơ sở tri thức","Knowledge-based systems","3","3","0","CN","","True","HTTT","","","CS217","",""
"628","IS103","Hệ quản trị cơ sở dữ liệu","Database Management Systems","4","3","1","CN","","True","HTTT","","","IS210","",""
"607","IE401","Tin-Sinh học","Bioinformatics","3","3","0","CĐTN","","True","KTTT","Tin sinh học là một lĩnh vực khoa học sử dụng các công nghệ của các ngành: toán học ứng dụng, tin học, thống kê, khoa học máy tính, trí tuệ nhân tạo, hóa học và hóa sinh để giải quyết các vấn đề sinh học.
Nội dung Tin sinh học bao gồm: Sinh học phân tử. Giới thiệu một số ngân hàng cơ sở dữ liệu sinh học trên Internet. Thuật toán giải một số bài toán cơ bản trong Tin sinh học. Xây dựng phần mềm Tin sinh học","","","","IT003"
"608","IE402","Hệ thống thông tin địa lý 3 chiều","Three-Dimensional Geographic Information Systems","4","3","1","CĐTN","","True","KTTT","Môn học cung cấp lịch sử, mục đích, các khái niệm cơ sở của GIS 3D, cách phân nhóm cho mô hình dữ liệu 3D và mô tả chi tiết cho mỗi mô hình dữ liệu GIS 3D. Môn học cũng cung cấp cho sinh viên các ưu điểm, hạn chế của mô hình trên một số tiêu chí khi triển khai vào các bài toán thực tiễn.","","","","IT004"
"609","IE403","Khai thác dữ liệu truyền thông xã hội","Social Media Mining","3","3","0","CĐTN","","True","KTTT","Môn học này sẽ trình bày các khái niệm cơ bản, các vấn đề đang nổi lên, và các thuật toán để phân tích hiệu quả mạng và khai thác dữ liệu. Chương trình cung cấp các kiến thức về Social Media Mining và có các bài tập đi kèm mỗi chương với độ khó khác nhau để nâng cao sự hiểu biết và giúp áp dụng được các khái niệm, nguyên tắc, phương pháp trong các bài toán khai thác dữ liệu truyền thông xã hội.","","","",""
"610","IE404","Khai phá truyền thông xã hội","Social Media Mining","3","3","0","CĐTN","","True","KTTT","","","","",""
"611","IE405","Công nghệ phân tích dữ liệu lớn","Big Data Analysis Technologies","4","3","1","CĐTN","","True","KTTT","Môn học giới thiệu các kiến thức và các công nghệ phân tích dữ liệu lớn nhằm tìm kiếm tri thức từ dữ liệu lớn hỗ trợ tiến trình ra quyết định.
Môn học cung cấp khái niệm về dữ liệu lớn bao gồm 5 đặc điểm được viết tắt là 5V và các công cụ, kỹ thuật để lưu trữ và phân tích dữ liệu lớn như HDFS, MapReduce, Apache Spark, Mahout, hệ cơ sở dữ liệu NoSQL. Môn học còn giới thiệu cách dùng ngôn ngữ Python, Java, Scala để phân tích dữ liệu lớn. Cuối cùng, môn học giới thiệu vài ứng dụng của big data trong thực tiễn.","","","",""
"612","IE406","Nhập môn ẩn thông tin và ứng dụng","Data Hiding Fundamentals and Applications","3","3","0","TN","","True","KTTT","Hiện nay, khi các vấn đề liên quan đến an toàn và bảo mật thông tin ở và Việt Nam và thế giới đang được quan tâm, phương pháp ẩn thông tin là một lĩnh vực nghiên cứu nhằm quyết hiệu quả hơn các vấn đề liên quan đến an toàn và bảo mật thông tin trên các dữ liệu dạng số hóa. Học phần này trang bị các kiến thức cơ bản và các vấn đề liên quan về lĩnh vực nghiên cứu ẩn thông tin trên dữ liệu số. Các nội dung chi tiết gồm phương pháp nhúng và trích thông tin cơ bản, giới thiệu kỹ thuật phân tích và phát hiện thông tin các ứng dụng kỹ thuật ẩn thông tin trong thực tế. Từ đó giới thiệu các định hướng nghiên cứu và ứng dụng ẩn thông tin như: bảo vệ bản quyền, xác thực nội dung, dò vết, theo dõi phát sóng, kiểm soát sao chép, ...","","","",""
"613","IE501","Đồ án tốt nghiệp","Capstone Project","6","6","0","TN","","True","KTTT","","","","","IE400"
"614","IE502","Đồ án tốt nghiệp tại doanh nghiệp","Industry Capstone Project","10","10","0","TN","","True","KTTT","","","","",""
"615","IE505","Khóa luận tốt nghiệp","Thesis","10","10","0","KLTN","","True","KTTT","Giúp sinh viên có kỹ năng đọc tài liệu thành thạo; có kỹ năng tiến hành nghiên cứu, giải quyết vấn đề; có kỹ năng thực hiện thí nghiệm, đánh giá; có kỹ năng viết luận văn; có kỹ năng trình bày. Sinh viên năm cuối đủ điều kiện sẽ được làm khóa luận tốt nghiệp dưới sự hướng dẫn của giảng viên. Theo đó sinh viên cần vận dụng các kiến thức và kỹ năng đã tích lũy được để giải quyết một vấn đề nghiên cứu cơ bản hoặc giải pháp thực tiễn thuộc lĩnh vực CNTT. Việc thực hiện khóa luận tốt nghiệp giúp sinh viên củng cố hoặc có thêm kiến thức và kỹ năng trong hoạt động chuyên môn như: đọc tài liệu, phát triển ý tưởng, lập trình, thực hiện thí nghiệm, đánh giá, viết luận văn, trình bày báo cáo, v.v.","","","",""
"616","IEM4733","Tái cấu trúc quy trình doanh nghiệp","Re-engineering Business Processes","3","3","0","CN","","True","HTTT","Khóa học cung cấp các khái niệm, phương pháp tiếp cận và ứng dụng khác nhau để tái cấu trúc quy trình nghiệp vụ, các biện pháp để có những bước tiến khổng lồ để đạt được sự thống lĩnh thị trường kinh doanh năng động. Khóa học cho thấy tác động của sự tự động hóa các quy trình được thiết kế lại có thể làm tăng lợi thế cạnh tranh cho công ty. Sử dụng một số case study phổ biến ở các công ty với việc sắp xếp hợp lý các quy trình của họ đã làm giảm chi phí hoạt động đáng kể, tạo ra sự vượt trội và làm tăng giá trị cho tất cả các bên liên quan.","","","","MSIS3303"
"617","IEM5723","Mô hình hóa dữ liệu, quy trình và đối tượng","Data, Process and Object Modeling","3","3","0","CSN","","True","HTTT","Cung cấp cho các sinh viên phương pháp mô hình hóa, công cụ để nắm bắt và biểu diễn các yêu cầu, thiết kế, đề xuất các giải pháp cho các hệ thống phần mềm. Phương pháp mô hình hóa sử dụng ngôn ngữ mô hình hóa hợp nhất UML dùng để biểu diễn sơ đồ use case, sơ đồ lớp và sơ đồ trình tự. Trình bày những chủ đề quan trọng liên quan đến phương pháp phân tích thiết kế sử dụng các lớp và các đối tượng, kế thừa, các nguyên tắc có thể dùng lại, phân tích nhu cầu ứng dụng,...","","","",""
"618","INI01","Thực tập quốc tế","International Internship","2","2","0","CN","","True","PĐTĐH","","","","",""
"619","INT001","Tiếng Anh tổng quát","General English","0","0","0","BT","","True","HTTT","","","ENG01","",""
"620","INT002","Toeic 1","TOEIC 1","0","0","0","BT","","True","HTTT","","","","",""
"621","INT003","Tiếng Anh tổng quát 2","General English 2","0","0","0","BT","","True","HTTT","","","ENG02","",""
"622","INT004","Toeic 2","TOEIC 2","0","0","0","BT","","True","HTTT","","","ENG03","",""
"623","INT005","Tiếng Anh giao tiếp","Communication","0","0","0","ĐC","","True","HTTT","","","ENG04","",""
"624","INT006","Toeic 3","TOEIC 3","0","0","0","ĐC","","True","HTTT","","","ENG05","",""
"625","IS005","Giới thiệu ngành Hệ thống Thông tin","Introduction to Information Systems Discipline","1","1","0","ĐC","","True","HTTT","","","CS005
IE005
SE005
CE005
NT005
NT015
EC005
DS005
AI001","",""
"630","IS105","Hệ quản trị cơ sở dữ liệu Oracle","Oracle Database Management System","4","3","1","CN","","True","HTTT","Môn học cung cấp kiến thức nâng cao về Hệ quản trị CSDL, các khái niệm và kỹ thuật liên quan đến quản trị và lập trình bao gồm ngôn ngữ SQL, ngôn ngữ thủ tục PL/SQL, kiến trúc hệ quản trị Oracle, quản lý instance, quản lý cấu hình, lưu trữ, phân quyền, giao tác, sử dụng RMAN; cơ sở dữ liệu hướng đối tượng, XML trong Oracle. Môn học giúp sinh viên nắm vững và vận dụng kiến thức hệ quản trị để tổ chức, lưu trữ, truy vấn dữ liệu, có khả năng sử dụng các công cụ iSQL plus, SQL Developer…để kết nối, thao tác dữ liệu và sao lưu phục hồi khi cần thiết.","","","","IT004"
"631","IS106","Khai thác dữ liệu","Data Mining","4","3","1","CN","","True","HTTT","","","","",""
"632","IS107","Hệ thống thông tin kế toán","Accounting Information Systems","5","5","0","CN","","True","HTTT","","","IS232","",""
"633","IS201","Phân tích thiết kế hệ thống","Systems Analysis and Design","4","3","1","CSN","","True","HTTT","Môn học trình bày các khái niệm và phương pháp luận để phân tích thiết kế một hệ thống thông tin (HTTT). Sinh viên được trang bị kiến thức nguyên lý hoạt động của một HTTT bao gồm 2 thành phần chính: thành phần dữ liệu (khía cạnh tĩnh của HTTT) và thành phần xử lý (khía cạnh động). Cách tiếp cận dữ liệu theo mô hình dữ liệu quan niệm/mô hình hướng đối tượng làm rõ hơn cho thành phần dữ liệu sinh viên đã được học trong môn học trước đó là cơ sở dữ liệu. Ngoài ra, sinh viên được trang bị kỹ năng phân tích, thiết kế HTTT theo mô hình dòng dữ liệu DFD hoặc mô hình hướng đối tượng (ngôn ngữ đặc tả UML) và vận dụng để giải quyết các bài toán thực tế; sử dụng được một số công cụ hỗ trợ phân tích, thiết kế. Đồ án môn học dựa trên một bài toán thực tế sẽ đ¬ược thực hiện theo nhóm 2 sinh viên trở lên nhằm rèn luyện các kỹ năng phân tích, thiết kế, kỹ năng cá nhân như giao tiếp và làm việc nhóm.","","","","IT004
IT002"
"634","IS202","Nhập môn công nghệ phần mềm","Software engineering","4","3","1","CN","","True","HTTT","","","SE104","",""
"635","IS203","Lập trình cơ sở dữ liệu","Database programming","4","3","1","CN","","True","HTTT","","","","","IT004"
"636","IS204","Nhập môn hệ thống thông tin địa lý","Introduction to Geographic Information Systems","4","3","1","CN","","True","HTTT","","","IS251","",""
"637","IS205","PTTK hướng đối tượng với UML","Object-oriented Analysis and Design with UML","4","3","1","CN","","True","HTTT","","","IS215","",""
"638","IS206","Lập trình ứng dụng Web với Java","Web application programming in Java","4","3","1","CN","","True","HTTT","","","IS216","","IT004"
"639","IS207","Phát triển ứng dụng web","Web Application Development","4","3","1","CN","","True","HTTT","Cung cấp cho sinh viên những kiến thức, kỹ năng, phương pháp lập trình web động với ngôn ngữ lập trình PHP và trình quản trị cơ sở dữ liệu MySQL (ngôn ngữ lập trình mã nguồn mở được sử dụng rộng rãi trên thế giới); kỹ thuật lập trình Ajax trong PHP; giới thiệu một số Framework hỗ trợ viết web bằng PHP. Thiết kế và triển khai các ứng dụng web trong thực tế bằng ngôn ngữ lập trình web PHP, vận hành và bảo trì website.","","","","IT004"
"640","IS208","Quản lý dự án công nghệ thông tin","Information Technology Project Management","4","3","1","CSN","","True","HTTT","Môn học trình bày các khái niệm và kiến thức cơ bản liên quan đến việc quản lý một dự án công nghệ thông tin, bao gồm: quản lý phạm vi, quản lý thời gian, chi phí, chất lượng, nguồn nhân lực, rủi ro, truyền thông, và quản lý tích hợp, mô tả những yêu cầu về kỹ năng và kỹ thuật đối với người quản lý dự án, đồng thời cung cấp một số phương pháp và các phần mềm hỗ trợ quản lý dự án CNTT.","","SE340","",""
